,listing_id,name,host_id,host_name,neighbourhood_group,room_type,price,number_of_reviews,last_review,reviews_per_month,availability_365,rating,number_of_stays,5_stars,listing_added,latitude,longitude
4974,12755138,DSGN  Doorman One Bedroom 5186,16098958,Jeremy & Laura,"Manhattan, Financial District",Entire home/apt,155$,1,8/13/2016,0.03,335,4.192772936,1.2,0.602914524,2/8/2016,40.70555,-74.00812
4975,2260029,Williamsburg Loft,10683147,Keefe,"Brooklyn, Williamsburg",Private room,100$,0,,,0,,,,6/14/2018,40.70943,-73.95101
4976,9695552,Comfty 1BR apt in Upper West Side,14651590,Eva,"Manhattan, Morningside Heights",Entire home/apt,150$,4,1/4/2017,0.09,0,4.327324908,4.8,0.712236513,7/1/2016,40.80462,-73.96074
4977,26304188,luxurious & light-filled apartment in williamsburg,32543699,Lucia,"Brooklyn, Williamsburg",Entire home/apt,165$,3,8/7/2018,0.24,0,3.560244625,3.6,0.751303839,2/1/2018,40.71563,-73.95667
4978,23148112,Spacious Studio on Staten Island,7875272,Mary,"Staten Island, Port Richmond",Entire home/apt,50$,0,,,0,,,,7/24/2018,40.63012,-74.13512
4979,521806,Airy 1BR nice area Queens nr subway,2389494,Anya,"Queens, Rego Park",Entire home/apt,69$,5,5/17/2019,0.1,4,4.852134038,6,0.737867799,11/11/2018,40.72719,-73.86166
4980,28652436,"Large bedroom in Sunny 2-Bed, 1-Bath",15105613,Elizabeth,"Manhattan, Upper East Side",Private room,70$,1,12/9/2018,0.14,236,3.955697163,1.2,0.699338743,6/5/2018,40.77713,-73.95096
4981,23741795,"Cozy, Eclectic Brooklyn Getaway",75469247,Chiara,"Brooklyn, Crown Heights",Entire home/apt,105$,39,6/24/2019,2.44,38,4.176506131,46.8,0.731332039,12/19/2018,40.67774,-73.95742
4982,13467270,Sunnyside Modern Apartment that sleeps 4 people.,76840954,Angelo,"Queens, Sunnyside",Entire home/apt,125$,17,4/28/2019,0.47,56,3.542780624,20.4,0.710940519,10/23/2018,40.73691,-73.92826
4983,20053253,Luxurious apartment-private bed & private bathroom,74314960,Cristina,"Brooklyn, Bedford-Stuyvesant",Private room,120$,82,6/23/2019,3.52,0,3.186024825,98.4,0.702580864,12/18/2018,40.69182,-73.9436
4984,22409377,Cosy room in bushwick,100032033,Shaul,"Brooklyn, Bushwick",Private room,35$,0,,,0,,,,5/12/2018,40.68684,-73.91001
4985,12365836,Beautiful 2 bedroom Duplex Apartment,35660592,Luis,"Queens, Maspeth",Private room,169$,27,5/18/2019,0.78,256,3.909547756,32.4,0.755265089,11/12/2018,40.73976,-73.8954
4986,36452721,Massage Spa. Stay overnight. Authors Artist dream.,274079964,Richard,"Brooklyn, Sheepshead Bay",Private room,800$,0,,,23,,,,9/6/2018,40.59866,-73.95661
4987,26744053,Private Room,200933726,Momo,"Bronx, Allerton",Private room,34$,0,,,0,,,,8/14/2018,40.86659,-73.866
4988,34396747,Double Room,95570540,Eileen,"Staten Island, Oakwood",Private room,65$,1,6/14/2019,1,364,4.04714674,1.2,0.70414215,12/9/2018,40.55908,-74.11992
4989,28012966,A cozy quiet 1-bedroom with a balcony in Astoria,1636092,Igor,"Queens, Astoria",Entire home/apt,160$,2,11/21/2018,0.19,19,3.945445848,2.4,0.787441025,5/18/2018,40.76255,-73.91934
4990,10358108,Cozy modern room in the heart of NYC!,53308963,Aj,"Manhattan, Chinatown",Private room,87$,27,5/25/2019,0.71,12,4.956197729,32.4,0.906483982,11/19/2018,40.71424,-73.9968
4991,19521605,One bedroom APT in Prospect Park,18327839,Sylvia,"Brooklyn, Prospect-Lefferts Gardens",Entire home/apt,115$,5,9/24/2017,0.22,0,4.064479847,6,0.764890727,3/21/2017,40.6609,-73.96185
4992,33932806,Trendy Private BR in Ridgewood Woodbine,242962235,Yuval,"Queens, Ridgewood",Private room,34$,0,,,136,,,,9/25/2018,40.70885,-73.89634
4993,32358081,Brand New!XL 1 BR!Prime Midtown~Elv bldg~BestValue,162280872,Izi,"Manhattan, Hell's Kitchen",Entire home/apt,160$,0,,,310,,,,4/4/2018,40.76099,-73.99554
4994,22339754,Artistic Chic East Village Flat!,32926963,Garrett,"Manhattan, East Village",Private room,95$,13,1/2/2019,0.7,0,3.601920055,15.6,0.756446688,6/29/2018,40.72582,-73.97558
4995,21884206,WeLive Wall Street -- Studio Apartment,159610596,WeWork,"Manhattan, Financial District",Entire home/apt,215$,152,7/3/2019,7.9,339,4.353103452,182.4,0.695496482,12/28/2018,40.70426,-74.00711
4996,481022,Super Cute Junior 1BR in LES!!,2382189,Candice,"Manhattan, Lower East Side",Entire home/apt,125$,261,6/22/2019,3.24,212,3.840516512,313.2,0.626844218,12/17/2018,40.7195,-73.98022
4997,21161871,Entire apartment in Turtle Bay,3778274,AJ And Freddy,"Manhattan, Midtown",home,120$,7,1/1/2019,0.36,0,4.520309508,8.4,0.633775231,6/28/2018,40.75643,-73.96847
4998,36131784,Entire 3 Bedroom apt next to Barclay’s center,229381517,Pavel,"Brooklyn, Prospect Heights",Entire home/apt,250$,0,,,175,,,,2/20/2018,40.68077,-73.97489
4999,21754946,Sofa couch best location 2 min from Central Park!,46224196,Alejandro,"Manhattan, Upper East Side",Shared room,89$,1,12/16/2017,0.05,0,4.071128047,1.2,0.693525564,6/12/2017,40.76309,-73.96439
5000,22420304,Nice bunkbed room with private bathroom!,164164069,Marcia,"Staten Island, Westerleigh",Private room,40$,17,9/7/2018,0.92,36,4.427745853,20.4,0.773129144,3/4/2018,40.61422,-74.13167
5001,29654969,Spacious room in Ridgewood,58377909,Benjamin,"Queens, Ridgewood",Private room,30$,2,1/8/2019,0.26,0,4.384477868,2.4,0.782991656,7/5/2018,40.69956,-73.90752
5002,21985070,Cozy Room 2 MINIUTES WALK to 1 TRAIN,5400884,Cassie,"Manhattan, Upper West Side",Private,99$,2,12/19/2017,0.1,0,4.39224253,2.4,0.633854342,6/15/2017,40.80257,-73.96725
5003,31972030,SMALL ROOM 15 MINUTES AWAY FROM MANHATTAN,157310194,Asia,"Brooklyn, Williamsburg",Private room,60$,16,7/4/2019,3.78,116,3.811045099,19.2,0.72580209,12/29/2018,40.70597,-73.94245
5004,26040453,Verona TwentyOne - RODFRED COMFORT,195691349,Norman,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,150$,109,7/4/2019,8.93,241,4.101799396,130.8,0.621697394,12/29/2018,40.68004,-73.94699
5005,34208053,✴ COZY Astoria NYC ✴ 1BDR & 1 BATH APT,258265562,Ossama,"Queens, Long Island City",Entire home/apt,113$,4,6/7/2019,1.85,0,4.370305462,4.8,0.636747432,12/2/2018,40.75575,-73.93037
5006,30387445,"Serene Theater District 1BR, Doorman, Gym, Garden by Blueground",107434423,Blueground,"Manhattan, Hell's Kitchen",Entire home/apt,302$,0,,,330,,,,6/18/2018,40.76258,-73.98768
5007,25236786,Ensuite Private bath with Comfortable bed,62533391,Yvonne,"Brooklyn, Borough Park",Private,60$,20,6/4/2019,1.52,177,3.168326448,24,0.604386473,11/29/2018,40.63404,-74.0072
5008,30399969,Cozy Two Bedroom Apartment in Greenpoint,129312581,Andre,"Brooklyn, Greenpoint",Entire home/apt,167$,0,,,0,,,,9/3/2018,40.72944,-73.95395
5009,29791183,Nice room in Astoria 20min to Manhattan,1172202,Funda,"Queens, Ditmars Steinway",Private room,45$,7,6/22/2019,2.5,29,4.433342538,8.4,0.633386857,12/17/2018,40.76984,-73.90779
5010,4757212,Studio apartment Midtown East in NY,10563051,Eveline,"Manhattan, Murray Hill",Entire home/apt,110$,26,7/29/2016,0.47,0,4.472640428,31.2,0.656510267,1/24/2016,40.74811,-73.97298
5011,36223123,Fantastic Location in Brooklyn,1409706,Dasi,"Brooklyn, Fort Greene",Private room,135$,0,,,26,,,,7/22/2018,40.68739,-73.97792
5012,4160934,Luxury Private 2 Beds nr C/3 Subways,17462748,Steven,"Brooklyn, Crown Heights",Private room,75$,125,6/27/2019,2.15,108,4.165231686,150,0.7787351,12/22/2018,40.67495,-73.93845
5013,16797910,Brooklyn less than 30 min from manhattan (subway),111666924,Carl,"Brooklyn, Crown Heights",Entire home/apt,75$,72,6/9/2019,2.48,19,4.561946703,86.4,0.835581965,12/4/2018,40.67219,-73.92168
5014,13542287,"Large, sunny private bedroom in E. Williamsburg",17860156,Cheryn,"Brooklyn, Williamsburg",Private room,60$,3,3/26/2017,0.08,0,4.088315246,3.6,0.700084804,9/20/2016,40.7042,-73.94193
5015,23139166,Perfectly located Williamsburg 1.5 bedroom Apt,4316650,Oren,"Brooklyn, Williamsburg",Entire home/apt,117$,14,5/27/2019,0.82,0,4.46124829,16.8,0.74713631,11/21/2018,40.71662,-73.94514
5016,27935369,Cozy super private room in Brooklyn!,2510754,Marina,"Brooklyn, Crown Heights",Private room,44$,2,12/2/2018,0.2,0,4.817376081,2.4,0.613320614,5/29/2018,40.67508,-73.94242
5017,4846449,Perfect room/Great Safe Location 20mins to TimesSq,6486116,Ari,"Manhattan, East Harlem",Private room,81$,142,6/1/2019,2.81,223,4.334975137,170.4,0.73737349,11/26/2018,40.78804,-73.94906
5018,3923128,Sunny 1-BR Apt with Soaking Tub,13347167,AFI Apartments,"Manhattan, Upper East Side",Entire home/apt,118$,3,8/31/2018,0.1,282,4.183703384,3.6,0.789877631,2/25/2018,40.77237,-73.95536
5019,29320258,Private Room in Prime Bushwick,89339003,Shoshi,"Brooklyn, Bushwick",Private room,70$,1,2/17/2019,0.21,53,4.066799325,1.2,0.707409357,8/14/2018,40.7027,-73.91429
5020,396636,Stylish Designer Studio with Piano,1981742,Daniel,"Manhattan, Harlem",Entire home/apt,135$,38,5/16/2019,0.44,253,3.40301131,45.6,0.740379155,11/10/2018,40.83091,-73.94223
5021,26532770,Gorgeous private room in a luxury condo by Time Sq,4823737,Evgeny,"Manhattan, Hell's Kitchen",Private room,250$,0,,,0,,,,10/14/2018,40.75945,-73.99344
5022,12156078,Stylish East Village Studio + Outdoor Space!,18261318,Daniel,"Manhattan, East Village",Entire home/apt,149$,16,5/6/2018,0.43,0,4.971002033,19.2,0.812500769,10/31/2017,40.72592,-73.99026
5023,26440793,Comfortable Brooklyn Apartment with Personality,17224262,Dana,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,100$,5,12/31/2018,0.42,3,4.480080731,6,0.678683967,6/27/2018,40.69557,-73.94033
5024,1105845,Convenient Location! 1 BR on 1Floor,3630531,Yuko,"Manhattan, Chelsea",Entire home/apt,160$,5,1/1/2019,0.07,168,3.863624561,6,0.630739162,6/28/2018,40.7457,-73.99775
5025,33831116,Sonder | Stock Exchange | Collected 1BR + Laundry,219517861,Sonder (NYC),"Manhattan, Financial District",Entire home/apt,229$,5,6/15/2019,1.92,350,4.026379481,6,0.601737387,12/10/2018,40.70621,-74.01199
5026,27472037,Private Room in Bed-stuy,104569137,Samuel,"Brooklyn, Crown Heights",Private room,60$,0,,,40,,,,9/11/2018,40.67829,-73.9505
5027,10635913,Murray Hill Studio,54908827,Nina,"Manhattan, Murray Hill",Entire home/apt,80$,0,,,0,,,,9/20/2018,40.74976,-73.97748
5028,4637145,Cozy apartment in Williamsburg,3123405,Pénélope,"Brooklyn, Williamsburg",Private room,55$,4,2/22/2018,0.13,0,4.875617358,4.8,0.732412636,8/19/2017,40.7033,-73.94305
5029,29455,ACCOMMODATIONS GALORE #1,126607,Laurine,"Manhattan, Harlem",Entire home/apt,120$,155,6/20/2019,1.42,213,3.839288006,186,0.762571211,12/15/2018,40.81618,-73.94894
5030,20591534,Cozy Modern Apartment w/ Courtyard,1261893,Yannick,"Brooklyn, Greenpoint",Entire home/apt,100$,5,5/28/2018,0.23,0,4.116627305,6,0.730904747,11/22/2017,40.72085,-73.94132
5031,32234380,Cozy spot in hipster East Williamsburg,241870258,Reesey,"Brooklyn, Williamsburg",Shared room,75$,2,4/6/2019,0.63,1,3.062403212,2.4,0.627357791,10/1/2018,40.71363,-73.93615
5032,28052106,Small room near Columbia Uni med,176591085,Mike,"Manhattan, Washington Heights",Private room,47$,3,5/22/2019,1.67,90,3.649928959,3.6,0.663571507,11/16/2018,40.84521,-73.9416
5033,9976264,Spacious/Beautiful Private Room,51262617,Sandra,"Brooklyn, Greenpoint",Private room,100$,101,7/1/2019,2.75,284,4.624657931,121.2,0.882768904,12/26/2018,40.72722,-73.95247
5034,20898140,"Long Island city, 15 min to Bryant Park",149722669,Robert,"Queens, Long Island City",Private room,55$,0,,,0,,,,6/20/2018,40.76096,-73.93836
5035,10967300,Cozy room in the heart of Hamilton Heights,7781522,Angela,"Manhattan, Harlem",Private room,40$,4,9/5/2016,0.11,0,4.696548494,4.8,0.628162212,3/2/2016,40.82332,-73.94705
5036,35934299,Penthouse large 1 BR with huge terrace (7C),202757964,Mayan,"Brooklyn, Williamsburg",Entire home/apt,195$,0,,,200,,,,5/29/2018,40.71792,-73.96266
5037,35834284,Charming Studio in the heart of the West Village,35733814,Margaret,"Manhattan, West Village",Entire home/apt,199$,0,,,340,,,,7/3/2018,40.73559,-73.99985
5038,9339253,Clean ground floor apartment,48471249,Kimberly,"Brooklyn, Clinton Hill",Private room,100$,7,10/28/2018,0.19,310,3.020388504,8.4,0.729679577,4/24/2018,40.69306,-73.96813
5039,21490301,"Gorgeous, bright one-bed in amazing location",105340458,David,"Manhattan, Lower East Side",Entire home/apt,250$,8,3/15/2019,0.43,0,3.415505853,9.6,0.604239335,9/9/2018,40.72077,-73.98923
5040,35679935,Casa de Marko,33555400,Marko,"Queens, Briarwood",Entire home/apt,300$,0,,,12,,,,3/5/2018,40.71288,-73.81368
5041,24430682,Bedroom Casa Alvarez,179026754,Maria,"Brooklyn, Williamsburg",Private room,89$,23,6/30/2019,2,103,4.945183918,27.6,0.855659941,12/25/2018,40.7118,-73.96344
5042,32935473,Private room in Astoria... 20 min to the city.,90043913,Yudum,"Queens, Ditmars Steinway",Private room,55$,8,7/7/2019,2.26,110,4.877557714,9.6,0.69130664,1/1/2019,40.77205,-73.91759
5043,34280337,Little Italy Room,236839319,Brooke,"Manhattan, Little Italy",Private room,59$,0,,,35,,,,9/13/2018,40.71786,-73.9979
5044,19856899,Home away from home,67739226,Vipul,"Manhattan, Upper West Side",Shared room,50$,0,,,0,,,,3/14/2018,40.77141,-73.98862
5045,30902832,"Private and spacious room, 15 mins to Times Square",3307004,Vikas,"Manhattan, Harlem",Private room,99$,2,6/15/2019,0.32,24,3.01666041,2.4,0.742638271,12/10/2018,40.82384,-73.94776
5046,652515,COLUMBUS CIRCLE~FULLY FURNISHED!!!,1475015,Mike,"Manhattan, Hell's Kitchen",Entire home/apt,85$,2,8/15/2016,0.04,223,3.6411632,2.4,0.72191521,2/10/2016,40.76758,-73.98722
5047,15495653,Location Central Park ( only female guest ),3250450,Petya,"Manhattan, Upper West Side",Private room,53$,2,10/27/2017,0.06,249,4.795000139,2.4,0.644747159,4/23/2017,40.78895,-73.96754
5048,14073163,NYC Wyndham 1 bedroom Presidential Condo sleeps 4,60617669,Rich,"Manhattan, Midtown",Entire home/apt,159$,12,1/30/2019,0.35,0,3.015715193,14.4,0.625037575,7/27/2018,40.7535,-73.97134
5049,34358866,Harlem Residence 3,19201987,Kayser,"Manhattan, Washington Heights",Private room,55$,2,7/2/2019,2,86,4.33081964,2.4,0.741039174,12/27/2018,40.83416,-73.94327
5050,34956249,"Heart of upper east 83
Manhattan/Great location",48965038,Darko,"Manhattan, Upper East Side",Entire home/apt,145$,2,6/23/2019,2,70,4.407477126,2.4,0.610754863,12/18/2018,40.77697,-73.95272
5051,24438437,Private Bedroom NYC 10 mins to Williamsburg,53781263,Oscar,"Queens, Ridgewood",Private room,60$,7,1/2/2019,0.48,85,4.987055023,8.4,0.63281298,6/29/2018,40.70197,-73.90377
5052,16275733,Private Room in Quiet UES Apartment,20362478,Gabrielle,"Manhattan, Upper East Side",Private room,100$,19,5/17/2017,0.62,0,3.244486507,22.8,0.611699507,11/11/2016,40.76835,-73.95837
5053,26330526,"Sugar Hill  House w/ 2 bdrms,  den rm & 2 bathrms",198018391,Mich,"Manhattan, Harlem",Entire home/apt,250$,27,6/21/2019,2.26,180,3.776341793,32.4,0.787690446,12/16/2018,40.82235,-73.94846
5054,27987391,"30+ Day Stay-2000 sq ft Guest House, Deck, Rooftop",137522531,Ali,"Queens, Flushing",Entire home/apt,499$,0,,,363,,,,5/25/2018,40.757,-73.80927
5055,9777669,Charming 1 BD in Washington Heights,20068971,Jacqueline,"Manhattan, Washington Heights",Entire home/apt,125$,0,,,0,,,,5/1/2018,40.85147,-73.93771
5056,9260951,Home for the Holidays: Midtown West,3509166,Anders,"Manhattan, Hell's Kitchen",Entire home/apt,142$,0,,,0,,,,8/16/2018,40.76375,-73.98885
5057,2835738,Apt Lincoln Center And Central Park! Best location,2074433,Anna,"Manhattan, Upper West Side",Entire home/apt,299$,155,6/21/2019,2.46,267,3.539319838,186,0.774820308,12/16/2018,40.77397,-73.98242
5058,5362279,Stylish 1br in Brooklyn Heights,9787502,Shehzad,"Brooklyn, Brooklyn Heights",Entire home/apt,200$,24,7/1/2017,0.45,0,4.349379724,28.8,0.655001846,12/26/2016,40.69482,-73.99222
5059,6303611,Spacious 2 Bd & 2 bath Apartment,6283678,Duncan,"Brooklyn, Greenpoint",Entire home/apt,165$,0,,,0,,,,3/23/2018,40.72666,-73.94819
5060,1929540,2 floor loft in Gramercy park,6846161,Stefano,"Manhattan, Kips Bay",Entire home/apt,175$,9,6/21/2014,0.13,0,3.691768724,10.8,0.737141465,12/16/2013,40.73772,-73.98025
5061,17774316,Large bedroom in 3 bedroom apt UES,121352443,Michael,"Manhattan, East Harlem",Private room,62$,3,4/28/2017,0.11,0,3.28507695,3.6,0.663450741,10/23/2016,40.78866,-73.95435
5062,12322066,Room with Private Bathroom,8952737,Graham,"Brooklyn, Bedford-Stuyvesant",Private room,75$,1,5/13/2016,0.03,0,4.544608194,1.2,0.773318694,11/8/2015,40.67941,-73.9535
5063,13618453,"Luxurious, Spacious, Private Bath, Nice Hosts too",41947929,Connie,"Brooklyn, Crown Heights",Private room,125$,47,7/1/2019,1.36,151,4.353529317,56.4,0.683655112,12/26/2018,40.67667,-73.94826
5064,21963418,Big Studio at Grand Central Station area.,3368678,Jose,"Manhattan, Midtown",Entire home/apt,210$,21,6/13/2019,1.11,209,4.139843608,25.2,0.749001908,12/8/2018,40.75232,-73.9689
5065,36142241,Cozy room in Brooklyn Bushwick,226718475,Marion,"Brooklyn, Bushwick",Private room,39$,0,,,354,,,,7/9/2018,40.6938,-73.9091
5066,21140860,Amazing room in spacious 2BR apt in Greenpoint!,24523422,Guanchen,"Brooklyn, Greenpoint",Private room,70$,1,10/16/2017,0.05,0,3.971691674,1.2,0.730115399,4/12/2017,40.72109,-73.94679
5067,11531130,Prime Williamsburg 2 Balcony & Roof,740029,Emily,"Brooklyn, Williamsburg",home,100$,1,3/13/2016,0.02,0,3.809491147,1.2,0.754923431,9/8/2015,40.70997,-73.9647
5068,12783632,NYC Mini Hotel,57230304,Imanuelly,"Queens, Elmhurst",Private room,75$,2,5/26/2019,0.92,351,3.934442527,2.4,0.756693689,11/20/2018,40.74037,-73.8861
5069,17516489,Beautiful 3 BR- 2 Full Baths in Upper Manhattan,1273890,Sergio,"Manhattan, Washington Heights",Entire home/apt,185$,7,3/19/2019,0.26,331,3.497215395,8.4,0.743687315,9/13/2018,40.8513,-73.93681
5070,34490351,Large King Studio steps away from Times Square,260618374,The Knickerbocker,"Manhattan, Theater District",Private room,100$,0,,,335,,,,3/15/2018,40.75633,-73.98922
5071,11906169,Sunny Apartment in Crown Heights,2103550,Anna,"Brooklyn, Crown Heights",Entire home/apt,200$,0,,,0,,,,3/28/2018,40.67765,-73.95432
5072,22237320,Modern Room in Coliving/15min walk to Williamsburg,159811367,Sergii,"Brooklyn, Bedford-Stuyvesant",   Shared room      ,35$,4,8/16/2018,0.22,327,4.397250647,4.8,0.789072835,2/10/2018,40.69676,-73.93959
5073,3414607,Sweet 2 bed in Elevator Building,3640784,Marta,"Brooklyn, Prospect Heights",Entire home/apt,150$,25,7/6/2019,0.42,18,3.234596691,30,0.695135094,12/31/2018,40.68148,-73.96674
5074,25452588,Posh 1BR in Midtown East by Sonder,12243051,Sonder,"Manhattan, Murray Hill",Entire home/apt,207$,1,7/12/2018,0.08,365,3.91151496,1.2,0.713267424,1/6/2018,40.74454,-73.97339
5075,7900908,Clean Cozy & Comfy Apartment!,41658748,Ben,"Manhattan, Gramercy",Entire home/apt,250$,105,6/11/2019,2.26,307,3.610240553,126,0.61498625,12/6/2018,40.73518,-73.98047
5076,17699790,"HGV Club NY, NY",120599606,James,"Manhattan, Midtown",Private room,199$,0,,,0,,,,8/11/2018,40.76383,-73.97704
5077,33831116,Sonder | Stock Exchange | Collected 1BR + Laundry,219517861,Sonder (NYC),"Manhattan, Financial District",Entire home/apt,229$,5,6/15/2019,1.92,350,4.026379481,6,0.601737387,12/10/2018,40.70621,-74.01199
5078,33708600,Sonder | The Biltmore | Chic 1BR + City View,219517861,Sonder (NYC),"Manhattan, Theater District",Entire home/apt,227$,0,,,365,,,,9/21/2018,40.76008,-73.98721
5079,21750553,SoHo NY Apt Up for Grabs Nov 17- Dec 17,102933312,Lana,"Manhattan, Little Italy",Private room,45$,0,,,0,,,,7/22/2018,40.71927,-73.99663
5080,17076571,Middle of center of New York City!,15625009,Anders,"Manhattan, Upper West Side",Entire home/apt,165$,152,7/6/2019,5.32,228,4.418912196,182.4,0.777331297,12/31/2018,40.78461,-73.97627
5081,3129731,Dbl Room with Terrace and View!,7853594,Hans,"Manhattan, Upper East Side",Private room,147$,25,4/21/2019,0.51,10,4.66237447,30,0.838510104,10/16/2018,40.76282,-73.9637
5082,22031003,Private and clean room near Columbia University,70919459,Teresa,"Manhattan, Upper West Side",Private room,60$,0,,,0,,,,7/18/2018,40.80259,-73.96446
5083,14161597,Cool respite in the city,30739353,Laura,"Manhattan, Upper East Side",Entire home/apt,175$,3,9/2/2017,0.08,310,3.150762532,3.6,0.68966802,2/27/2017,40.7638,-73.95547
5084,13578125,Whimsical Greenpoint Get Away,71308956,Anthony,"Brooklyn, Greenpoint",Entire home/apt,125$,1,7/18/2016,0.03,0,4.55664497,1.2,0.672162682,1/13/2016,40.72429,-73.94534
5085,15989608,Spacious room w/ own bathroom in the East Village,6049738,Fayth,"Manhattan, East Village",Private room,76$,4,8/31/2018,0.13,0,3.083819565,4.8,0.678720414,2/25/2018,40.7308,-73.98619
5086,34120798,Sonder | Stock Exchange | Divine Studio + Laundry,219517861,Sonder (NYC),"Manhattan, Financial District",Entire home/apt,203$,7,6/21/2019,3.13,328,3.381376048,8.4,0.629676117,12/16/2018,40.70755,-74.01116
5087,9596551,Blocks Away From Central Park - NYC,37058836,Andrew,"Manhattan, East Harlem",Entire home/apt,260$,1,1/1/2016,0.02,0,4.512997375,1.2,0.629625701,6/28/2015,40.79682,-73.94876
5088,4766198,Private Room with Own Entrance,24590092,Debbie,"Queens, Astoria",Private room,80$,2,6/26/2015,0.04,0,4.689990356,2.4,0.707326727,12/21/2014,40.75962,-73.91419
5089,32833064,Private Room Right Off L Train,6447195,Aurora,"Brooklyn, Williamsburg",Private room,42$,3,6/26/2019,1.3,5,3.989241062,3.6,0.726150017,12/21/2018,40.70754,-73.94151
5090,26816742,Cozy living room in the center of Manhattan,42730216,Tatjana,"Manhattan, Upper East Side",   Shared room      ,150$,2,6/19/2019,2,142,3.956996424,2.4,0.731321912,12/14/2018,40.76639,-73.95817
5091,12411737,Great Location 1 BR Apt - Manhattan,52559052,Abe,"Manhattan, Midtown",Entire home/apt,150$,0,,,0,,,,3/23/2018,40.76657,-73.98207
5092,30345024,Very cozy apartment in the heart of Ridgewood =),223191465,Kiryl,"Queens, Ridgewood",Entire home/apt,,16,6/23/2019,2.32,60,4.592067187,19.2,0.828909712,12/18/2018,40.70844,-73.90905
5093,27929389,Gracious Spacious Bushwick Loft,112545065,Diana,"Brooklyn, Bushwick",Private room,75$,4,5/31/2019,1.43,64,4.671186275,4.8,0.718407244,11/25/2018,40.69852,-73.92428
5094,4546721,Large 1 bdrm near L in Williamsburg,23573737,Michelle,"Brooklyn, Williamsburg",Entire home/apt,120$,1,12/31/2014,0.02,0,3.306129196,1.2,0.659194567,6/27/2014,40.71171,-73.94575
5095,22273359,Amazing Apartment- 2 bedroom 1 bathroom,79680629,Martin,"Manhattan, Hell's Kitchen",Entire home/apt,350$,3,3/19/2018,0.18,0,3.996314464,3.6,0.611666062,9/13/2017,40.7625,-73.99778
5096,26949336,Luxury loft 2bed 2bath Mulberry st,176971425,Laura,"Manhattan, Little Italy",Private room,140$,0,,,83,,,,6/10/2018,40.71765,-73.99798
5097,7203943,Waterfront in Williamsburg,21381325,Tara,"Brooklyn, Williamsburg",Private room,100$,0,,,0,,,,3/18/2018,40.70999,-73.9689
5098,15307603,Beautiful Large Room,92195100,Airamis,"Bronx, Bronxdale",Private room,35$,114,10/9/2018,3.48,0,3.560437072,136.8,0.765151428,4/5/2018,40.85236,-73.86632
5099,20435714,Pretty studio with lots of light,48677247,Elle,"Bronx, Norwood",Entire home/apt,58$,1,9/5/2017,0.04,0,4.894241456,1.2,0.665448685,3/2/2017,40.88304,-73.88278
5100,12070965,Downtown style in the Bronx,64678583,Mark,"Bronx, Mott Haven",Private room,500$,0,,,358,,,,10/13/2018,40.8098,-73.92149
5101,10019023,BROOKLYN 1 BEDROOM,50368837,Jorge,"Brooklyn, Crown Heights",Entire home/apt,70$,2,8/8/2016,0.05,88,3.588774049,2.4,0.724841235,2/3/2016,40.6781,-73.94584
5102,24855025,Great place by the park with private entrance !!!!,187889772,Jeremy,"Queens, Ditmars Steinway",Entire home/apt,100$,4,6/14/2018,0.28,0,3.083691222,4.8,0.65496605,12/9/2017,40.77676,-73.92069
5103,21461540,"Williamsburg apartment, beautiful rooftop & more",9427815,Liam,"Brooklyn, Williamsburg",Entire home/apt,175$,1,1/1/2018,0.05,0,4.896603371,1.2,0.639827738,6/28/2017,40.71975,-73.94279
5104,16451907,Lg Park Slope apt with Washer/Dryer & Backyard,1223281,Annette,"Brooklyn, Gowanus",Entire home/apt,100$,10,12/28/2018,0.41,0,4.549919138,12,0.827041803,6/24/2018,40.66621,-73.99311
5105,29659322,COZY SPACIOUS ROOM WITH PRIVATE ENTRANCE TO GARDEN,223238601,Valentine,"Brooklyn, Bedford-Stuyvesant",Private room,70$,8,6/29/2019,2.82,307,3.420451854,9.6,0.747081082,12/24/2018,40.69574,-73.93364
5106,16443103,Sunny and new luxury studio,107836121,Svetlana,"Manhattan, Midtown",Entire home/apt,150$,1,10/16/2017,0.05,0,4.897138884,1.2,0.603797827,4/12/2017,40.76555,-73.98029
5107,11865398,"Spacious 1 bdrm apt, East Village",43174657,Patricia,"Manhattan, East Village",Entire home/apt,133$,3,1/1/2017,0.08,0,3.465242062,3.6,0.739444961,6/28/2016,40.73062,-73.98524
5108,4813236,beautiful ROOFTOP apartment,24789838,Aljosha,"Brooklyn, Bushwick",Private room,37$,0,,,0,,,,3/22/2018,40.68876,-73.90824
5109,36142215,SUMMER RENTAL IN SUNNY SPACIOUS ROOM,41484943,Melissa,"Brooklyn, Kensington",Private room,54$,0,,,225,,,,6/27/2018,40.63676,-73.97448
5110,23128460,Intimate Studio in the UES,5669820,Charles,"Manhattan, Upper East Side",Entire home/apt,115$,26,6/26/2019,1.66,16,3.893311999,31.2,0.747927387,12/21/2018,40.77029,-73.95526
5111,21885544,"Quirky, bright 1bed apartment in historic Brooklyn",2749343,Kaity,"Brooklyn, Bedford-Stuyvesant",Entire home/apt,80$,1,1/4/2018,0.05,0,3.527024509,1.2,0.647893354,7/1/2017,40.68541,-73.94692
